,project_name,warning_code,file_path,message,line
0,test_project,DPCT1065,/kernel_wrapper2.dp.cpp,"DPCT1065:3: Consider replacing sycl::nd_item::barrier() with
* sycl::nd_item::barrier(sycl::access::fence_space::local_space) for better
* performance, if there is no access to global memory.",42
1,test_project,DPCT1065,/vmc.dp.cpp,"DPCT1065:4: Consider replacing sycl::nd_item::barrier() with
sycl::nd_item::barrier(sycl::access::fence_space::local_space) for better
performance, if there is no access to global memory.",82
2,test_project,DPCT1065,/vmc.dp.cpp,"DPCT1065:5: Consider replacing sycl::nd_item::barrier() with
sycl::nd_item::barrier(sycl::access::fence_space::local_space) for better
performance, if there is no access to global memory.",100
3,test_project,DPCT1065,/main.dp.cpp,"DPCT1065:0: Consider replacing sycl::nd_item::barrier() with
sycl::nd_item::barrier(sycl::access::fence_space::local_space) for better
performance, if there is no access to global memory.",66
4,test_project,DPCT1003,/kernel_wrapper2.dp.cpp,"DPCT1003:28: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",126
5,test_project,DPCT1003,/chi2.dp.cpp,"DPCT1003:8: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",165
6,test_project,DPCT1003,/chi2.dp.cpp,"DPCT1003:9: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",220
7,test_project,DPCT1003,/chi2.dp.cpp,"DPCT1003:10: Migrated API does not return error code. (*, 0) is
inserted. You may need to rewrite this code.",242
8,test_project,DPCT1003,/chi2.dp.cpp,"DPCT1003:11: Migrated API does not return error code. (*, 0) is
inserted. You may need to rewrite this code.",266
9,test_project,DPCT1003,/chi2.dp.cpp,"DPCT1003:13: Migrated API does not return error code. (*, 0) is
inserted. You may need to rewrite this code.",313
10,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:28: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",262
11,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:30: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",267
12,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:31: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",272
13,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:32: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",277
14,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:33: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",282
15,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:34: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",287
16,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:35: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",292
17,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:36: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",297
18,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:37: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",327
19,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:38: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",332
20,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:39: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",337
21,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:40: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",343
22,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:41: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",349
23,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:42: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",356
24,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:43: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",365
25,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:44: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",374
26,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:45: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",386
27,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:46: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",393
28,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:47: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",413
29,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:48: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",419
30,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:49: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",425
31,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:50: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",431
32,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:51: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",439
33,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:52: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",447
34,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:53: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",456
35,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:54: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",466
36,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:55: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",487
37,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:56: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",493
38,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:57: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",499
39,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:58: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",507
40,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:59: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",515
41,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:60: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",524
42,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:61: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",534
43,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:62: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",624
44,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:63: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",630
45,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:64: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",637
46,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:65: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",644
47,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:66: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",761
48,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:67: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",818
49,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:70: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",861
50,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:71: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",891
51,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:72: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",914
52,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:73: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",959
53,test_project,DPCT1003,/cluster.dp.cpp,"DPCT1003:74: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",997
