,project_name,warning_code,file_path,message,line
0,relion_dpct,DPCT1008,/src/acc/cuda/cuda_benchmark_utils.dp.cpp,"DPCT1008:0: clock function is not defined in the DPC++. This is a
hardware-specific feature. Consult with your hardware vendor to find a
replacement.",32
1,relion_dpct,DPCT1008,/src/acc/cuda/cuda_benchmark_utils.dp.cpp,"DPCT1008:1: clock function is not defined in the DPC++. This is a
hardware-specific feature. Consult with your hardware vendor to find a
replacement.",56
2,relion_dpct,DPCT1026,/src/acc/cuda/cuda_benchmark_utils.dp.cpp,"DPCT1026:2: The call to cudaEventCreate was removed, because this call is
redundant in DPC++.",78
3,relion_dpct,DPCT1026,/src/acc/cuda/cuda_benchmark_utils.dp.cpp,"DPCT1026:3: The call to cudaEventCreate was removed, because this call is
redundant in DPC++.",82
4,relion_dpct,DPCT1026,/src/acc/cuda/cuda_benchmark_utils.dp.cpp,"DPCT1026:6: The call to cudaEventDestroy was removed, because this call is
redundant in DPC++.",138
5,relion_dpct,DPCT1026,/src/acc/cuda/cuda_benchmark_utils.dp.cpp,"DPCT1026:7: The call to cudaEventDestroy was removed, because this call is
redundant in DPC++.",142
6,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"DPCT1026:225: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",293
7,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"DPCT1026:227: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",360
8,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"DPCT1026:228: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",434
9,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/helper.dp.cpp,"DPCT1026:229: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",509
10,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:308: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",88
11,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:309: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",93
12,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:310: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",98
13,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:311: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",103
14,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:313: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",292
15,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:314: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",297
16,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:315: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",302
17,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:316: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",307
18,relion_dpct,DPCT1026,/src/acc/cuda/cuda_kernels/BP.dp.hpp,"DPCT1026:318: The call to __ldg was removed, because there is no correspoinding
API in DPC++.",565
