,project_name,warning_code,file_path,message,line
0,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:1: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",128
1,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:2: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",135
2,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:3: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",142
3,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:4: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",150
4,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:5: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",158
5,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:6: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",203
6,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:7: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",210
7,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:8: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",217
8,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:9: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",225
9,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:10: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",233
10,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:11: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",241
11,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:12: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",249
12,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:13: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",257
13,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:14: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",265
14,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:15: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",273
15,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:16: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",281
16,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:17: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",297
17,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:18: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",303
18,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:19: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",309
19,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:20: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",315
20,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:48: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",735
21,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:49: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",745
22,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:50: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",751
23,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:51: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",757
24,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:52: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",763
25,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:53: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",769
26,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:54: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",775
27,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:55: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",781
28,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:56: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",787
29,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:57: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",793
30,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:58: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",799
31,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:59: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",805
32,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:60: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",821
33,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:61: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",827
34,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:62: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",833
35,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:63: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",839
36,cta-version,DPCT1003,s3d/.../S3D.dp.cpp,"DPCT1003:64: Migrated API does not return error code. (*, 0) is inserted.
You may need to rewrite this code.",845
37,cta-version,DPCT1003,gmm/.../cluster.dp.cpp,"DPCT1003:28: Migrated API does not return error code. (*, 0) is inserted. You
may need to rewrite this code.",263
